Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Kuwait,KWT,EMR,HIC,2026,1,5_14,
Greece,GRC,EUR,HIC,2026,1,15_64,3
Greece,GRC,EUR,HIC,2026,1,5_14,0
Gibraltar,GIB,EUR,HIC,2026,1,65+,
Gibraltar,GIB,EUR,HIC,2026,1,0_4,
Gibraltar,GIB,EUR,HIC,2026,1,5_14,
Gibraltar,GIB,EUR,HIC,2026,1,15_64,
Ghana,GHA,AFR,LMC,2026,1,15_64,
Ghana,GHA,AFR,LMC,2026,1,65+,
Ghana,GHA,AFR,LMC,2026,1,0_4,
Ghana,GHA,AFR,LMC,2026,1,5_14,
Germany,DEU,EUR,HIC,2026,1,65+,
Germany,DEU,EUR,HIC,2026,1,15_64,
Germany,DEU,EUR,HIC,2026,1,0_4,
Germany,DEU,EUR,HIC,2026,1,5_14,
Georgia,GEO,EUR,UMC,2026,1,5_14,
Georgia,GEO,EUR,UMC,2026,1,0_4,
Georgia,GEO,EUR,UMC,2026,1,65+,
Georgia,GEO,EUR,UMC,2026,1,15_64,
Gambia,GMB,AFR,LIC,2026,1,5_14,
Gambia,GMB,AFR,LIC,2026,1,0_4,
Gambia,GMB,AFR,LIC,2026,1,65+,
Gambia,GMB,AFR,LIC,2026,1,15_64,
Gabon,GAB,AFR,UMC,2026,1,65+,
Gabon,GAB,AFR,UMC,2026,1,0_4,
Gabon,GAB,AFR,UMC,2026,1,5_14,
Gabon,GAB,AFR,UMC,2026,1,15_64,
French Southern Territories,ATF,AFR,,2026,1,5_14,
French Southern Territories,ATF,AFR,,2026,1,15_64,
French Southern Territories,ATF,AFR,,2026,1,0_4,
Greece,GRC,EUR,HIC,2026,1,65+,34
French Southern Territories,ATF,AFR,,2026,1,65+,
Greece,GRC,EUR,HIC,2026,1,0_4,0
Greenland,GRL,EUR,HIC,2026,1,15_64,
Guinea-Bissau,GNB,AFR,LIC,2026,1,15_64,
Guinea-Bissau,GNB,AFR,LIC,2026,1,5_14,
Guinea-Bissau,GNB,AFR,LIC,2026,1,0_4,
Guinea,GIN,AFR,LMC,2026,1,5_14,
Guinea,GIN,AFR,LMC,2026,1,15_64,
Guinea,GIN,AFR,LMC,2026,1,0_4,
Guinea,GIN,AFR,LMC,2026,1,65+,
Guernsey,GGY,EUR,,2026,1,5_14,
Guernsey,GGY,EUR,,2026,1,0_4,
Guernsey,GGY,EUR,,2026,1,15_64,
Guernsey,GGY,EUR,,2026,1,65+,
Guatemala,GTM,AMR,UMC,2026,1,5_14,0
Guatemala,GTM,AMR,UMC,2026,1,15_64,0
Guatemala,GTM,AMR,UMC,2026,1,65+,0
Guatemala,GTM,AMR,UMC,2026,1,0_4,0
Guam,GUM,WPR,HIC,2026,1,5_14,
Guam,GUM,WPR,HIC,2026,1,0_4,
Guam,GUM,WPR,HIC,2026,1,15_64,
Guam,GUM,WPR,HIC,2026,1,65+,
Guadeloupe,GLP,AMR,,2026,1,65+,
Guadeloupe,GLP,AMR,,2026,1,0_4,
Guadeloupe,GLP,AMR,,2026,1,5_14,
Guadeloupe,GLP,AMR,,2026,1,15_64,
Grenada,GRD,AMR,UMC,2026,1,15_64,
Grenada,GRD,AMR,UMC,2026,1,5_14,
Grenada,GRD,AMR,UMC,2026,1,0_4,
Grenada,GRD,AMR,UMC,2026,1,65+,
Greenland,GRL,EUR,HIC,2026,1,5_14,
Greenland,GRL,EUR,HIC,2026,1,0_4,
Greenland,GRL,EUR,HIC,2026,1,65+,
Guinea-Bissau,GNB,AFR,LIC,2026,1,65+,
French Polynesia,PYF,WPR,HIC,2026,1,65+,
French Polynesia,PYF,WPR,HIC,2026,1,0_4,
Estonia,EST,EUR,HIC,2026,1,15_64,
Estonia,EST,EUR,HIC,2026,1,5_14,
Estonia,EST,EUR,HIC,2026,1,0_4,
Estonia,EST,EUR,HIC,2026,1,65+,10
Eritrea,ERI,AFR,LIC,2026,1,0_4,
Eritrea,ERI,AFR,LIC,2026,1,65+,
Eritrea,ERI,AFR,LIC,2026,1,15_64,
Eritrea,ERI,AFR,LIC,2026,1,5_14,
Equatorial Guinea,GNQ,AFR,UMC,2026,1,15_64,
Equatorial Guinea,GNQ,AFR,UMC,2026,1,65+,
Equatorial Guinea,GNQ,AFR,UMC,2026,1,5_14,
Equatorial Guinea,GNQ,AFR,UMC,2026,1,0_4,
El Salvador,SLV,AMR,UMC,2026,1,5_14,
El Salvador,SLV,AMR,UMC,2026,1,0_4,
El Salvador,SLV,AMR,UMC,2026,1,15_64,
El Salvador,SLV,AMR,UMC,2026,1,65+,
Egypt,EGY,EMR,LMC,2026,1,0_4,
Egypt,EGY,EMR,LMC,2026,1,5_14,
Egypt,EGY,EMR,LMC,2026,1,15_64,
Egypt,EGY,EMR,LMC,2026,1,65+,
Ecuador,ECU,AMR,UMC,2026,1,5_14,
Ecuador,ECU,AMR,UMC,2026,1,0_4,
Ecuador,ECU,AMR,UMC,2026,1,65+,
Ecuador,ECU,AMR,UMC,2026,1,15_64,
Dominican Republic,DOM,AMR,UMC,2026,1,65+,
Dominican Republic,DOM,AMR,UMC,2026,1,15_64,
Dominican Republic,DOM,AMR,UMC,2026,1,0_4,
Dominican Republic,DOM,AMR,UMC,2026,1,5_14,
Dominica,DMA,AMR,UMC,2026,1,65+,0
Eswatini,SWZ,AFR,LMC,2026,1,15_64,
French Polynesia,PYF,WPR,HIC,2026,1,5_14,
Eswatini,SWZ,AFR,LMC,2026,1,0_4,
Eswatini,SWZ,AFR,LMC,2026,1,65+,
French Polynesia,PYF,WPR,HIC,2026,1,15_64,
French Guiana,GUF,AMR,,2026,1,65+,
French Guiana,GUF,AMR,,2026,1,5_14,
French Guiana,GUF,AMR,,2026,1,0_4,
French Guiana,GUF,AMR,,2026,1,15_64,
France,FRA,EUR,HIC,2026,1,65+,4
France,FRA,EUR,HIC,2026,1,0_4,
France,FRA,EUR,HIC,2026,1,15_64,1
France,FRA,EUR,HIC,2026,1,5_14,
Finland,FIN,EUR,HIC,2026,1,65+,
Finland,FIN,EUR,HIC,2026,1,15_64,
Finland,FIN,EUR,HIC,2026,1,0_4,
Finland,FIN,EUR,HIC,2026,1,5_14,
Fiji,FJI,WPR,UMC,2026,1,65+,
Fiji,FJI,WPR,UMC,2026,1,0_4,
Fiji,FJI,WPR,UMC,2026,1,15_64,
Fiji,FJI,WPR,UMC,2026,1,5_14,
Faroe Islands,FRO,EUR,HIC,2026,1,0_4,
Faroe Islands,FRO,EUR,HIC,2026,1,65+,
Faroe Islands,FRO,EUR,HIC,2026,1,15_64,
Faroe Islands,FRO,EUR,HIC,2026,1,5_14,
Falkland Islands (Malvinas),FLK,AMR,,2026,1,15_64,
Falkland Islands (Malvinas),FLK,AMR,,2026,1,5_14,
Falkland Islands (Malvinas),FLK,AMR,,2026,1,0_4,
Falkland Islands (Malvinas),FLK,AMR,,2026,1,65+,
Ethiopia,ETH,AFR,LIC,2026,1,65+,
Ethiopia,ETH,AFR,LIC,2026,1,5_14,
Ethiopia,ETH,AFR,LIC,2026,1,15_64,
Ethiopia,ETH,AFR,LIC,2026,1,0_4,
Eswatini,SWZ,AFR,LMC,2026,1,5_14,
Guyana,GUY,AMR,HIC,2026,1,15_64,
Guyana,GUY,AMR,HIC,2026,1,0_4,
Guyana,GUY,AMR,HIC,2026,1,5_14,
Japan,JPN,WPR,HIC,2026,1,15_64,
Japan,JPN,WPR,HIC,2026,1,0_4,
Japan,JPN,WPR,HIC,2026,1,65+,
Jamaica,JAM,AMR,UMC,2026,1,5_14,
Jamaica,JAM,AMR,UMC,2026,1,0_4,
Jamaica,JAM,AMR,UMC,2026,1,65+,
Jamaica,JAM,AMR,UMC,2026,1,15_64,
Italy,ITA,EUR,HIC,2026,1,65+,
Italy,ITA,EUR,HIC,2026,1,5_14,
Italy,ITA,EUR,HIC,2026,1,0_4,
Italy,ITA,EUR,HIC,2026,1,15_64,
Israel,ISR,EUR,HIC,2026,1,65+,
Israel,ISR,EUR,HIC,2026,1,5_14,
Israel,ISR,EUR,HIC,2026,1,0_4,
Israel,ISR,EUR,HIC,2026,1,15_64,
Isle of Man,IMN,EUR,HIC,2026,1,65+,
Isle of Man,IMN,EUR,HIC,2026,1,5_14,
Isle of Man,IMN,EUR,HIC,2026,1,15_64,
Isle of Man,IMN,EUR,HIC,2026,1,0_4,
Ireland,IRL,EUR,HIC,2026,1,65+,7
Ireland,IRL,EUR,HIC,2026,1,15_64,1
Ireland,IRL,EUR,HIC,2026,1,0_4,
Ireland,IRL,EUR,HIC,2026,1,5_14,
Iraq,IRQ,EMR,UMC,2026,1,15_64,
Iraq,IRQ,EMR,UMC,2026,1,65+,
Iraq,IRQ,EMR,UMC,2026,1,5_14,
Iraq,IRQ,EMR,UMC,2026,1,0_4,
Iran (Islamic Republic of),IRN,EMR,UMC,2026,1,65+,
Iran (Islamic Republic of),IRN,EMR,UMC,2026,1,15_64,
Japan,JPN,WPR,HIC,2026,1,5_14,
Iran (Islamic Republic of),IRN,EMR,UMC,2026,1,5_14,
Jersey,JEY,EUR,,2026,1,0_4,
Jersey,JEY,EUR,,2026,1,5_14,
Lao People's Democratic Republic,LAO,WPR,LMC,2026,1,65+,
Kyrgyzstan,KGZ,EUR,LMC,2026,1,65+,
Kyrgyzstan,KGZ,EUR,LMC,2026,1,5_14,
Kyrgyzstan,KGZ,EUR,LMC,2026,1,15_64,
Kyrgyzstan,KGZ,EUR,LMC,2026,1,0_4,
Kuwait,KWT,EMR,HIC,2026,1,0_4,
Kuwait,KWT,EMR,HIC,2026,1,65+,
Kuwait,KWT,EMR,HIC,2026,1,15_64,
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),XKX,EUR,UMC,2026,1,15_64,
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),XKX,EUR,UMC,2026,1,65+,
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),XKX,EUR,UMC,2026,1,5_14,
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),XKX,EUR,UMC,2026,1,0_4,
Kiribati,KIR,WPR,LMC,2026,1,65+,
Kiribati,KIR,WPR,LMC,2026,1,5_14,
Kiribati,KIR,WPR,LMC,2026,1,0_4,
Kiribati,KIR,WPR,LMC,2026,1,15_64,
Kenya,KEN,AFR,LMC,2026,1,15_64,
Kenya,KEN,AFR,LMC,2026,1,5_14,
Kenya,KEN,AFR,LMC,2026,1,0_4,
Kenya,KEN,AFR,LMC,2026,1,65+,
Kazakhstan,KAZ,EUR,UMC,2026,1,5_14,
Kazakhstan,KAZ,EUR,UMC,2026,1,0_4,
Kazakhstan,KAZ,EUR,UMC,2026,1,15_64,
Kazakhstan,KAZ,EUR,UMC,2026,1,65+,
Jordan,JOR,EMR,LMC,2026,1,65+,
Jordan,JOR,EMR,LMC,2026,1,5_14,
Jordan,JOR,EMR,LMC,2026,1,0_4,
Jordan,JOR,EMR,LMC,2026,1,15_64,
Jersey,JEY,EUR,,2026,1,65+,
Jersey,JEY,EUR,,2026,1,15_64,
Iran (Islamic Republic of),IRN,EMR,UMC,2026,1,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2026,1,65+,
International conveyance (ICVANUATU),XXH,OTHER,,2026,1,5_14,
India,IND,SEAR,LMC,2026,1,0_4,
India,IND,SEAR,LMC,2026,1,5_14,
India,IND,SEAR,LMC,2026,1,15_64,
India,IND,SEAR,LMC,2026,1,65+,
Iceland,ISL,EUR,HIC,2026,1,65+,
Iceland,ISL,EUR,HIC,2026,1,5_14,
Iceland,ISL,EUR,HIC,2026,1,15_64,
Iceland,ISL,EUR,HIC,2026,1,0_4,
Hungary,HUN,EUR,HIC,2026,1,65+,
Hungary,HUN,EUR,HIC,2026,1,15_64,
Hungary,HUN,EUR,HIC,2026,1,5_14,
Hungary,HUN,EUR,HIC,2026,1,0_4,
Honduras,HND,AMR,LMC,2026,1,5_14,0
Honduras,HND,AMR,LMC,2026,1,0_4,0
Honduras,HND,AMR,LMC,2026,1,65+,0
Honduras,HND,AMR,LMC,2026,1,15_64,0
Holy See,VAT,EUR,,2026,1,65+,
Holy See,VAT,EUR,,2026,1,5_14,
Holy See,VAT,EUR,,2026,1,15_64,
Holy See,VAT,EUR,,2026,1,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2026,1,65+,
Heard Island and McDonald Islands,HMD,WPR,,2026,1,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2026,1,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2026,1,15_64,
Haiti,HTI,AMR,LMC,2026,1,65+,
Haiti,HTI,AMR,LMC,2026,1,5_14,
Haiti,HTI,AMR,LMC,2026,1,0_4,
Haiti,HTI,AMR,LMC,2026,1,15_64,
Guyana,GUY,AMR,HIC,2026,1,65+,
Indonesia,IDN,WPR,UMC,2026,1,65+,
Indonesia,IDN,WPR,UMC,2026,1,0_4,
Indonesia,IDN,WPR,UMC,2026,1,15_64,
Indonesia,IDN,WPR,UMC,2026,1,5_14,
International conveyance (ICVANUATU),XXH,OTHER,,2026,1,0_4,
International conveyance (ICVANUATU),XXH,OTHER,,2026,1,15_64,
International conveyance (ICKIRIBATI),XXI,OTHER,,2026,1,5_14,
International conveyance (ICKIRIBATI),XXI,OTHER,,2026,1,0_4,
International conveyance (ICKIRIBATI),XXI,OTHER,,2026,1,65+,
International conveyance (ICKIRIBATI),XXI,OTHER,,2026,1,15_64,
International conveyance (Grand Princess),XXU,OTHER,,2026,1,65+,
International conveyance (Grand Princess),XXU,OTHER,,2026,1,5_14,
International conveyance (Grand Princess),XXU,OTHER,,2026,1,0_4,
International conveyance (Grand Princess),XXU,OTHER,,2026,1,15_64,
International conveyance (FESCO),XXF,OTHER,,2026,1,65+,
International conveyance (FESCO),XXF,OTHER,,2026,1,15_64,
International conveyance (FESCO),XXF,OTHER,,2026,1,5_14,
International conveyance (FESCO),XXF,OTHER,,2026,1,0_4,
Dominica,DMA,AMR,UMC,2026,1,5_14,0
International conveyance (Diamond Princess),XXJ,OTHER,,2026,1,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2026,1,0_4,
International conveyance (Diamond Princess),XXJ,OTHER,,2026,1,15_64,
International conveyance (cruise ship),XXV,OTHER,,2026,1,65+,
International conveyance (cruise ship),XXV,OTHER,,2026,1,5_14,
International conveyance (cruise ship),XXV,OTHER,,2026,1,0_4,
International conveyance (cruise ship),XXV,OTHER,,2026,1,15_64,
International conveyance (CHEFOO),XXG,OTHER,,2026,1,65+,
International conveyance (CHEFOO),XXG,OTHER,,2026,1,5_14,
International conveyance (CHEFOO),XXG,OTHER,,2026,1,0_4,
International conveyance (CHEFOO),XXG,OTHER,,2026,1,15_64,
International conveyance (CHARO),XXL,OTHER,,2026,1,5_14,
International conveyance (CHARO),XXL,OTHER,,2026,1,0_4,
International conveyance (CHARO),XXL,OTHER,,2026,1,15_64,
International conveyance (CHARO),XXL,OTHER,,2026,1,65+,
International conveyance (Diamond Princess),XXJ,OTHER,,2026,1,5_14,
Lao People's Democratic Republic,LAO,WPR,LMC,2026,1,15_64,
Dominica,DMA,AMR,UMC,2026,1,0_4,0
Djibouti,DJI,EMR,LMC,2026,1,65+,
Bonaire,XAA,AMR,,2026,1,65+,
Bolivia (Plurinational State of),BOL,AMR,LMC,2026,1,15_64,0
Bolivia (Plurinational State of),BOL,AMR,LMC,2026,1,65+,0
Bolivia (Plurinational State of),BOL,AMR,LMC,2026,1,5_14,0
Bolivia (Plurinational State of),BOL,AMR,LMC,2026,1,0_4,0
Bhutan,BTN,SEAR,LMC,2026,1,5_14,
Bhutan,BTN,SEAR,LMC,2026,1,0_4,
Bhutan,BTN,SEAR,LMC,2026,1,65+,
Bhutan,BTN,SEAR,LMC,2026,1,15_64,
Bermuda,BMU,AMR,HIC,2026,1,65+,
Bermuda,BMU,AMR,HIC,2026,1,5_14,
Bermuda,BMU,AMR,HIC,2026,1,0_4,
Bermuda,BMU,AMR,HIC,2026,1,15_64,
Benin,BEN,AFR,LMC,2026,1,15_64,
Benin,BEN,AFR,LMC,2026,1,0_4,
Benin,BEN,AFR,LMC,2026,1,65+,
Benin,BEN,AFR,LMC,2026,1,5_14,
Belize,BLZ,AMR,UMC,2026,1,5_14,
Belize,BLZ,AMR,UMC,2026,1,15_64,
Belize,BLZ,AMR,UMC,2026,1,0_4,
Belize,BLZ,AMR,UMC,2026,1,65+,
Belgium,BEL,EUR,HIC,2026,1,65+,
Belgium,BEL,EUR,HIC,2026,1,5_14,
Belgium,BEL,EUR,HIC,2026,1,0_4,
Belgium,BEL,EUR,HIC,2026,1,15_64,
Belarus,BLR,EUR,UMC,2026,1,5_14,
Belarus,BLR,EUR,UMC,2026,1,15_64,
Belarus,BLR,EUR,UMC,2026,1,65+,
Belarus,BLR,EUR,UMC,2026,1,0_4,
Bonaire,XAA,AMR,,2026,1,0_4,
Barbados,BRB,AMR,HIC,2026,1,65+,
Bonaire,XAA,AMR,,2026,1,15_64,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2026,1,65+,
Brunei Darussalam,BRN,WPR,HIC,2026,1,65+,
Brunei Darussalam,BRN,WPR,HIC,2026,1,15_64,
British Virgin Islands,VGB,AMR,HIC,2026,1,5_14,0
British Virgin Islands,VGB,AMR,HIC,2026,1,0_4,0
British Virgin Islands,VGB,AMR,HIC,2026,1,65+,0
British Virgin Islands,VGB,AMR,HIC,2026,1,15_64,0
British Indian Ocean Territory,IOT,AFR,,2026,1,65+,
British Indian Ocean Territory,IOT,AFR,,2026,1,5_14,
British Indian Ocean Territory,IOT,AFR,,2026,1,0_4,
British Indian Ocean Territory,IOT,AFR,,2026,1,15_64,
Brazil,BRA,AMR,UMC,2026,1,65+,30
Brazil,BRA,AMR,UMC,2026,1,0_4,2
Brazil,BRA,AMR,UMC,2026,1,5_14,0
Brazil,BRA,AMR,UMC,2026,1,15_64,11
Bouvet Island,BVT,AMR,,2026,1,65+,
Bouvet Island,BVT,AMR,,2026,1,0_4,
Bouvet Island,BVT,AMR,,2026,1,5_14,
Bouvet Island,BVT,AMR,,2026,1,15_64,
Botswana,BWA,AFR,UMC,2026,1,5_14,
Botswana,BWA,AFR,UMC,2026,1,65+,
Botswana,BWA,AFR,UMC,2026,1,15_64,
Botswana,BWA,AFR,UMC,2026,1,0_4,
Bosnia and Herzegovina,BIH,EUR,UMC,2026,1,65+,
Bosnia and Herzegovina,BIH,EUR,UMC,2026,1,5_14,
Bosnia and Herzegovina,BIH,EUR,UMC,2026,1,15_64,
Bosnia and Herzegovina,BIH,EUR,UMC,2026,1,0_4,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2026,1,5_14,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2026,1,15_64,
"Bonaire, Sint Eustatius and Saba",BES,AMR,,2026,1,0_4,
Bonaire,XAA,AMR,,2026,1,5_14,
Brunei Darussalam,BRN,WPR,HIC,2026,1,0_4,
Barbados,BRB,AMR,HIC,2026,1,5_14,
Barbados,BRB,AMR,HIC,2026,1,15_64,
Argentina,ARG,AMR,UMC,2026,1,15_64,
Argentina,ARG,AMR,UMC,2026,1,0_4,1
Argentina,ARG,AMR,UMC,2026,1,5_14,
Antigua and Barbuda,ATG,AMR,HIC,2026,1,5_14,
Antigua and Barbuda,ATG,AMR,HIC,2026,1,65+,
Antigua and Barbuda,ATG,AMR,HIC,2026,1,15_64,
Antigua and Barbuda,ATG,AMR,HIC,2026,1,0_4,
Antarctica,ATA,,,2026,1,65+,
Antarctica,ATA,,,2026,1,5_14,
Antarctica,ATA,,,2026,1,0_4,
Antarctica,ATA,,,2026,1,15_64,
Anguilla,AIA,AMR,,2026,1,0_4,
Anguilla,AIA,AMR,,2026,1,65+,
Anguilla,AIA,AMR,,2026,1,5_14,
Anguilla,AIA,AMR,,2026,1,15_64,
Angola,AGO,AFR,LMC,2026,1,15_64,
Angola,AGO,AFR,LMC,2026,1,5_14,
Angola,AGO,AFR,LMC,2026,1,0_4,
Angola,AGO,AFR,LMC,2026,1,65+,
Andorra,AND,EUR,HIC,2026,1,65+,
Andorra,AND,EUR,HIC,2026,1,5_14,
Andorra,AND,EUR,HIC,2026,1,0_4,
Andorra,AND,EUR,HIC,2026,1,15_64,
American Samoa,ASM,WPR,HIC,2026,1,15_64,
American Samoa,ASM,WPR,HIC,2026,1,65+,
American Samoa,ASM,WPR,HIC,2026,1,5_14,
American Samoa,ASM,WPR,HIC,2026,1,0_4,
Algeria,DZA,AFR,UMC,2026,1,0_4,
Algeria,DZA,AFR,UMC,2026,1,65+,
Argentina,ARG,AMR,UMC,2026,1,65+,6
Barbados,BRB,AMR,HIC,2026,1,0_4,
Armenia,ARM,EUR,UMC,2026,1,0_4,
Armenia,ARM,EUR,UMC,2026,1,5_14,
Bangladesh,BGD,SEAR,LMC,2026,1,15_64,
Bangladesh,BGD,SEAR,LMC,2026,1,65+,
Bangladesh,BGD,SEAR,LMC,2026,1,0_4,
Bangladesh,BGD,SEAR,LMC,2026,1,5_14,
Bahrain,BHR,EMR,HIC,2026,1,0_4,
Bahrain,BHR,EMR,HIC,2026,1,5_14,
Bahrain,BHR,EMR,HIC,2026,1,15_64,
Bahrain,BHR,EMR,HIC,2026,1,65+,
Bahamas,BHS,AMR,HIC,2026,1,0_4,
Bahamas,BHS,AMR,HIC,2026,1,65+,
Bahamas,BHS,AMR,HIC,2026,1,5_14,
Bahamas,BHS,AMR,HIC,2026,1,15_64,
Azerbaijan,AZE,EUR,UMC,2026,1,0_4,
Azerbaijan,AZE,EUR,UMC,2026,1,65+,
Azerbaijan,AZE,EUR,UMC,2026,1,5_14,
Azerbaijan,AZE,EUR,UMC,2026,1,15_64,
Austria,AUT,EUR,HIC,2026,1,15_64,
Austria,AUT,EUR,HIC,2026,1,5_14,
Austria,AUT,EUR,HIC,2026,1,0_4,
Austria,AUT,EUR,HIC,2026,1,65+,
Australia,AUS,WPR,HIC,2026,1,65+,
Australia,AUS,WPR,HIC,2026,1,5_14,
Australia,AUS,WPR,HIC,2026,1,0_4,
Australia,AUS,WPR,HIC,2026,1,15_64,
Aruba,ABW,AMR,HIC,2026,1,65+,
Aruba,ABW,AMR,HIC,2026,1,0_4,
Aruba,ABW,AMR,HIC,2026,1,5_14,
Aruba,ABW,AMR,HIC,2026,1,15_64,
Armenia,ARM,EUR,UMC,2026,1,65+,
Armenia,ARM,EUR,UMC,2026,1,15_64,
Brunei Darussalam,BRN,WPR,HIC,2026,1,5_14,
Bulgaria,BGR,EUR,HIC,2026,1,65+,
Bulgaria,BGR,EUR,HIC,2026,1,15_64,
Croatia,HRV,EUR,HIC,2026,1,0_4,0
Croatia,HRV,EUR,HIC,2026,1,15_64,0
Côte d’Ivoire,CIV,AFR,LMC,2026,1,65+,
Côte d’Ivoire,CIV,AFR,LMC,2026,1,0_4,
Côte d’Ivoire,CIV,AFR,LMC,2026,1,15_64,
Côte d’Ivoire,CIV,AFR,LMC,2026,1,5_14,
Costa Rica,CRI,AMR,UMC,2026,1,0_4,
Costa Rica,CRI,AMR,UMC,2026,1,65+,
Costa Rica,CRI,AMR,UMC,2026,1,5_14,
Costa Rica,CRI,AMR,UMC,2026,1,15_64,
Cook Islands,COK,WPR,,2026,1,15_64,
Cook Islands,COK,WPR,,2026,1,65+,
Cook Islands,COK,WPR,,2026,1,5_14,
Cook Islands,COK,WPR,,2026,1,0_4,
Congo,COG,AFR,LMC,2026,1,5_14,
Congo,COG,AFR,LMC,2026,1,15_64,
Congo,COG,AFR,LMC,2026,1,0_4,
Congo,COG,AFR,LMC,2026,1,65+,
Comoros,COM,AFR,LMC,2026,1,5_14,
Comoros,COM,AFR,LMC,2026,1,65+,
Comoros,COM,AFR,LMC,2026,1,0_4,
Comoros,COM,AFR,LMC,2026,1,15_64,
Colombia,COL,AMR,UMC,2026,1,65+,0
Colombia,COL,AMR,UMC,2026,1,5_14,0
Colombia,COL,AMR,UMC,2026,1,0_4,1
Colombia,COL,AMR,UMC,2026,1,15_64,2
Cocos (Keeling) Islands,CCK,WPR,,2026,1,65+,
Cocos (Keeling) Islands,CCK,WPR,,2026,1,5_14,
Cocos (Keeling) Islands,CCK,WPR,,2026,1,0_4,
Croatia,HRV,EUR,HIC,2026,1,65+,1
Cocos (Keeling) Islands,CCK,WPR,,2026,1,15_64,
Croatia,HRV,EUR,HIC,2026,1,5_14,0
Cuba,CUB,AMR,UMC,2026,1,5_14,
Djibouti,DJI,EMR,LMC,2026,1,15_64,
Djibouti,DJI,EMR,LMC,2026,1,5_14,
Djibouti,DJI,EMR,LMC,2026,1,0_4,
Denmark,DNK,EUR,HIC,2026,1,5_14,
Denmark,DNK,EUR,HIC,2026,1,15_64,
Denmark,DNK,EUR,HIC,2026,1,0_4,
Denmark,DNK,EUR,HIC,2026,1,65+,
Democratic Republic of the Congo,COD,AFR,LIC,2026,1,65+,
Democratic Republic of the Congo,COD,AFR,LIC,2026,1,5_14,
Democratic Republic of the Congo,COD,AFR,LIC,2026,1,0_4,
Democratic Republic of the Congo,COD,AFR,LIC,2026,1,15_64,
Democratic People's Republic of Korea,PRK,SEAR,LIC,2026,1,0_4,
Democratic People's Republic of Korea,PRK,SEAR,LIC,2026,1,65+,
Democratic People's Republic of Korea,PRK,SEAR,LIC,2026,1,15_64,
Democratic People's Republic of Korea,PRK,SEAR,LIC,2026,1,5_14,
Czechia,CZE,EUR,HIC,2026,1,65+,15
Czechia,CZE,EUR,HIC,2026,1,15_64,0
Czechia,CZE,EUR,HIC,2026,1,5_14,0
Czechia,CZE,EUR,HIC,2026,1,0_4,0
Cyprus,CYP,EUR,HIC,2026,1,65+,
Cyprus,CYP,EUR,HIC,2026,1,15_64,
Cyprus,CYP,EUR,HIC,2026,1,0_4,
Cyprus,CYP,EUR,HIC,2026,1,5_14,
Cura�ao,CUW,AMR,HIC,2026,1,65+,
Cura�ao,CUW,AMR,HIC,2026,1,15_64,
Cura�ao,CUW,AMR,HIC,2026,1,5_14,
Cura�ao,CUW,AMR,HIC,2026,1,0_4,
Cuba,CUB,AMR,UMC,2026,1,15_64,
Cuba,CUB,AMR,UMC,2026,1,65+,
Cuba,CUB,AMR,UMC,2026,1,0_4,
Clipperton Island,---,AMR,,2026,1,5_14,
Clipperton Island,---,AMR,,2026,1,0_4,
Clipperton Island,---,AMR,,2026,1,15_64,
Cayman Islands,CYM,AMR,HIC,2026,1,0_4,
Cayman Islands,CYM,AMR,HIC,2026,1,5_14,
Cayman Islands,CYM,AMR,HIC,2026,1,15_64,
Canada,CAN,AMR,HIC,2026,1,65+,
Canada,CAN,AMR,HIC,2026,1,0_4,
Canada,CAN,AMR,HIC,2026,1,5_14,
Canada,CAN,AMR,HIC,2026,1,15_64,
Cameroon,CMR,AFR,LMC,2026,1,65+,
Cameroon,CMR,AFR,LMC,2026,1,5_14,
Cameroon,CMR,AFR,LMC,2026,1,0_4,
Cameroon,CMR,AFR,LMC,2026,1,15_64,
Cambodia,KHM,WPR,LMC,2026,1,15_64,
Cambodia,KHM,WPR,LMC,2026,1,0_4,
Cambodia,KHM,WPR,LMC,2026,1,65+,
Cambodia,KHM,WPR,LMC,2026,1,5_14,
Cabo Verde,CPV,AFR,LMC,2026,1,65+,
Cabo Verde,CPV,AFR,LMC,2026,1,0_4,
Cabo Verde,CPV,AFR,LMC,2026,1,5_14,
Cabo Verde,CPV,AFR,LMC,2026,1,15_64,
Burundi,BDI,AFR,LIC,2026,1,65+,
Burundi,BDI,AFR,LIC,2026,1,15_64,
Burundi,BDI,AFR,LIC,2026,1,0_4,
Burundi,BDI,AFR,LIC,2026,1,5_14,
Burkina Faso,BFA,AFR,LIC,2026,1,65+,
Burkina Faso,BFA,AFR,LIC,2026,1,15_64,
Burkina Faso,BFA,AFR,LIC,2026,1,0_4,
